OPPORTUNITY NUMBER,OPPORTUNITY TITLE,AGENCY CODE,OPPORTUNITY STATUS,POSTED DATE,CLOSE DATE,Search Term
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356066"",""ED-GRANTS-081524-002"")","Institute of Education Sciences (IES): National Center for Special Education Research (NCSER): Special Education Dissertation Research Fellowship Program, Assistance Listing Number:  84.324G",ED,posted,08/15/2024,11/14/2024,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356062"",""ED-GRANTS-081524-001"")","Institute of Education Sciences (IES): National Center for Education Evaluation and Regional Assistance (NCEE): Strengthening Program Evaluation Capacity grant program, Assistance Listing Numbers:  84.429A",ED,posted,08/15/2024,11/14/2024,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/327101"",""720FDA20RFA00004"")",Local Capacity Strengthening for Response (LCS4R),USAID,posted,05/14/2020,,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/306385"",""7200AA18APS00004"")","Knowledge SUCCESS (Strengthening Use, Capacity, Collaboration, Exchange, Synthesis, and Sharing) APS ",USAID,posted,06/19/2018,06/18/2028,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356824"",""ED-GRANTS-102524-001"")","Office of Postsecondary Education (OPE): International Foreign Language Education (IFLE): Fulbright-Hays Group Projects Abroad (GPA) Program—Short-Term Projects, Assistance Listing Number 84.021A",ED,posted,10/25/2024,01/21/2025,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356825"",""ED-GRANTS-102524-002"")","Office of Postsecondary Education (OPE): International Foreign Language Education (IFLE): Fulbright-Hays Group Projects Abroad (GPA) Program—Long-Term Projects, Assistance Listing Number 84.021B",ED,posted,10/25/2024,01/21/2025,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356671"",""72062024RFA00009"")",USAID Primary Health Care Improvement Program (UPHIP),USAID-NIG,posted,10/09/2024,11/15/2024,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354620"",""DHS-24-MT-144-000-99"")",Fiscal Year 2024 Flood Mitigation Assistance Swift Current,DHS-DHS,posted,05/30/2024,01/15/2026,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/334853"",""720-611-21-RFI-00001"")",RFI- Zambia Integrated HIV and Health Activity (ZIHA),USAID-ZAM,forecasted,07/21/2021,,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/336910"",""72051422RFI00002"")",Request for Information - USAID Colombia Nature-Based Solutions,USAID-COL,forecasted,12/09/2021,,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355341"",""RFI-72038824RFI00002"")",USAID/Bangladesh Feed the Future Water Management Activity,USAID-BAN,forecasted,07/11/2024,,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/315196"",""72049219APS00001-02"")",Initiative for Human Rights,USAID-PHI,posted,04/24/2019,,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/298577"",""720FDA18RFA00002"")",Responding to Pakistan’s Internally Displaced (RAPID) III,USAID,posted,11/09/2017,,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/314817"",""7200AA19APS00010"")",Active Communities - Effective States (ACES),USAID,posted,04/11/2019,04/10/2025,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/335999"",""USAIDSS-RFI-06OCT2021"")",USAID/South Sudan Sustainable Independent Media,USAID-SSD,forecasted,10/06/2021,,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/344428"",""RFI-685-23-RC-TIP"")",Regional Countering Trafficking in Persons (RC-TIP) Activity for the Sahel,USAID-SEN,forecasted,11/09/2022,,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355499"",""RDK-RAD-FOA-2024"")",Research and Development (RAD) Directed Energy (RD) University Assistance Instruments,DOD-AFRL,posted,07/18/2024,07/18/2029,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/147073"",""APS-623-12-000001"")",African Institutions Innovation Mechanism (AIIM),USAID-KEN,posted,02/28/2012,,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356251"",""ED-GRANTS-083024-001"")","Office of Elementary and Secondary Education (OESE): Office of Migrant Education (OME): High School Equivalency Program (HEP), Assistance Listing Numbers 84.141A",ED,posted,08/30/2024,11/13/2024,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/334972"",""RFA-OH-22-006"")",Commercial Fishing Occupational Safety Training Project Grants (T03),HHS-CDC-HHSCDCERA,posted,07/11/2022,01/31/2028,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356645"",""ED-GRANTS-100824-001"")","OSERS-OSEP: Personnel Development to Improve Services and Results for Children with Disabilities--Preparation of Special Education, Early Intervention, and Related Services Leadership Personnel, Assistance Listing Number 84.325D",ED,posted,10/08/2024,11/22/2024,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/345315"",""2025TTPSF"")",2025 Tribal Transportation Program Safety Fund,DOT-FHWA,posted,10/01/2024,01/15/2025,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/350974"",""DHS-23-MT-029-000-99"")",Fiscal Year 2023 Flood Mitigation Assistance Swift Current (FMA Swift Current),DHS-DHS,posted,11/14/2023,01/15/2025,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355771"",""HRSA-25-067"")",Graduate Psychology Education Program (GPE),HHS-HRSA,posted,10/22/2024,01/21/2025,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/55065"",""RFA294-2010-117"")",Palestinian Community Assistance Program,USAID-WES,posted,06/08/2010,,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/334474"",""72052121R00021"")",USAID/Haiti Water Security and Sustainable Services Activity,USAID-HAI,forecasted,06/28/2021,,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356367"",""72051824RFI00005"")","USAID/Ecuador - Monitoring, Evaluation, and Learning (MEL) Support Platform",USAID-ECU,forecasted,09/06/2024,,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/335739"",""ED-GRANTS-092021-001"")",Office of Elementary and Secondary Education (OESE): Project to Support America’s Families and Educators (Project SAFE) Grant Program Assistance Listing Number (ALN) 84.184N,ED,posted,09/20/2021,,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/353296"",""N0001424SB002"")",Office of Naval Research Science and Technology for Advanced Manufacturing Projects (STAMP),DOD-ONR,posted,03/29/2024,03/31/2025,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354198"",""FOA-ETA-24-07"")",Workforce Pathways for Youth -  Rounds 4 and 5,DOL-ETA,posted,05/14/2024,12/03/2024,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355077"",""N00421-24-S-0001"")",FY24 NAVAL AIR WARFARE CENTER AIRCRAFT DIVISION OFFICE-WIDE BROAD AGENCY ANNOUNCEMENT,DOD-ONR-AIR,posted,06/21/2024,06/20/2025,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/305335"",""RFI-625-18-RISEII-HSD"")",RISE II HEALTH SERVICES DELIVERY ACTIVITY,USAID-SEN,posted,05/18/2018,,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/332932"",""7200AA21APS00008"")",Social and Behavior Change (SBC) Research,USAID,posted,04/16/2021,12/31/2029,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354875"",""CMS-2P2-25-001"")",Cell and Gene Therapy (CGT) Access Model,HHS-CMS,posted,08/15/2024,02/28/2025,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/343205"",""72088722-PACIFIC-RFI-00001"")",USAID/Pacific Islands Regional Climate Finance Activity,USAID-PHI,forecasted,08/22/2022,,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/344724"",""72049723RFI00001"")",USAID/Indonesia Urban Climate Change Adaptation Activity,USAID-IND,forecasted,12/01/2022,,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/318376"",""7200AA19APS00013"")",New Partnerships Initiative (NPI) – Global Health,USAID,posted,07/12/2019,09/30/2030,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/187913"",""APS-OAA-12-000007"")","Microbicides Research, Development, and Introduction",USAID,posted,07/30/2012,,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/331568"",""7200AA21APS00005"")",Frontier Health Markets APS,USAID,posted,02/25/2021,02/24/2028,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356650"",""USDA-FS-R13-2024-24-25-RM"")",Grassland Ecological Potential and Restoration Effectiveness Evaluation,USDA-FS,posted,10/07/2024,02/07/2025,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356809"",""PDS-SWEDEN-2025-01"")",U.S. Mission Sweden PDS Annual Program Statement,DOS-SWE,posted,10/23/2024,07/31/2025,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/312434"",""7200AA19APS00001"")",Local Organizations Network Project (LON),USAID,posted,01/29/2019,09/28/2029,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/350428"",""20240912-CLI"")",Climate Smart Humanities Organizations,NEH,posted,05/29/2024,09/17/2025,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/343827"",""CMS-2J2-23-001"")",Health Home for Individuals with Chronic Conditions,HHS-CMS,posted,09/30/2022,01/04/2025,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356796"",""DHS-24-GPD-102-00-99"")",Fiscal Year 2024 Case Management Pilot Program (CMPP),DHS-DHS,posted,10/22/2024,11/21/2024,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355897"",""EPA-R4-GM-2024-TFW"")",Trash Free Waters - Micro/ Nanoplastics in the Gulf of Mexico,EPA,posted,08/06/2024,11/22/2024,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/351526"",""USDA-NIFA-AFRI-010453"")",Agriculture and Food Research Initiative Competitive Grants Program Foundational and Applied Science Program,USDA-NIFA,posted,12/15/2023,12/31/2024,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356420"",""72061124RFA00004"")",USAID Acting on Climate Change Together,USAID-ZAM,posted,09/13/2024,11/04/2024,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/353357"",""USDA-FAS-EMP-2025"")",2025 Emerging Markets Program,USDA-FAS,posted,04/03/2024,06/30/2025,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/259510"",""APS-620-14-000001"")",USAID/Nigeria Education Crisis Response,USAID-NIG,posted,07/15/2014,,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/332147"",""720669-21-RFI-00002-W"")",County Sanitation,USAID-LIB,forecasted,03/16/2021,,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/346801"",""72061523RFI00023"")",Marine Biodiversity Conservation Activity – Western Indian Ocean,USAID,forecasted,03/14/2023,,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/352238"",""N0016424SNB35"")",Long Range Broad Agency Announcement (BAA) for NSWC Crane,DOD-ONR-SEA-CRANE,posted,02/08/2024,02/07/2025,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356858"",""DFOP0016988"")",Build Partner Capabilities to Protect Critical Advanced and Emerging Technologies,DOS-ISN,posted,10/26/2024,01/17/2025,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356864"",""DFOP0016986"")","Advancing Nuclear Safety, Security, and Nonproliferation through the FIRST Program",DOS-ISN,posted,10/26/2024,01/17/2025,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356866"",""DFOP0016992"")",Build Partner Capabilities to Counter the Russian Federation’s Chemical and Biological Threats,DOS-ISN,posted,10/26/2024,01/17/2025,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356857"",""DFOP0016984"")",Build Partner Resilience to Counter Proliferator State Hybrid Threats in the Nonproliferation Arena,DOS-ISN,posted,10/26/2024,01/17/2025,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356862"",""DFOP0016991"")",Countering WMD and UAS Threats in Iraq,DOS-ISN,posted,10/26/2024,01/17/2025,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356867"",""DFOP0016994"")",Nonproliferation Scientist Engagement Program,DOS-ISN,posted,10/26/2024,01/17/2025,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356860"",""DFOP0016985"")",Countering Proliferator State Advanced Conventional Weapons Proliferation,DOS-ISN,posted,10/26/2024,01/17/2025,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356863"",""DFOP0016993"")",Countering the Russian Federation’s Sanctions Evasion Activities,DOS-ISN,posted,10/26/2024,01/17/2025,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356859"",""DFOP0016989"")",Build Partner Capabilities to Counter Global Biological Threats,DOS-ISN,posted,10/26/2024,01/17/2025,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356856"",""DFOP0016987"")",Build Partner Capabilities to Protect Semiconductor and CHIPS Technology,DOS-ISN,posted,10/25/2024,01/17/2025,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356861"",""DFOP0016990"")",Building Partner Capacity to Counter Chemical Weapons Threats,DOS-ISN,posted,10/26/2024,01/17/2025,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355955"",""TEGL-02-24"")",FY2024 Community Project Funding/Congressionally Directed Spending,DOL-ETA,posted,09/01/2024,01/31/2025,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/342957"",""72052622APS00002"")",Paraguay Culture of Lawfulness to Fight Corruption,USAID-PAR,forecasted,08/03/2022,,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/347858"",""W911NF-23-S-0010"")","UNITED STATES ARMY RESEARCH INSTITUTE FOR THE BEHAVIORAL AND SOCIAL SCIENCES (ARI) BROAD AGENCY ANNOUNCEMENT FOR BASIC, APPLIED, AND ADVANCED SCIENTIFIC RESEARCH",DOD-AMC,posted,05/01/2023,04/30/2028,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/300980"",""72029418RFA00003"")",Gaza Household WASH Activity (GHW),USAID-WES,posted,02/21/2018,,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/343878"",""72011122RFI00003"")",Request for Information: Media Integrity And Resilience in Armenia,USAID-ARM,forecasted,10/03/2022,,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356885"",""OFOP0001649"")",Combatting Trafficking in Persons in Uzbekistan.,DOS-INL,posted,10/29/2024,01/06/2025,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356865"",""DFOP0016995"")","Countering DPRK and Iran’s WMD, UAS, and Missile Proliferation",DOS-ISN,posted,10/26/2024,01/17/2025,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/340272"",""7200AA22APS00007"")","Justice, Rights, and Security Annual Program Statement",USAID,posted,05/12/2022,05/11/2025,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356450"",""NOAA-OAR-WPO-2025-28602"")",FY2025 Weather Program Office Research Programs Announcement - Observations,DOC-DOCNOAAERA,posted,09/17/2024,12/02/2024,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356451"",""NOAA-OAR-WPO-2025-28603"")",FY2025 Weather Program Office Research Programs Announcement - Air Quality Research and Forecasting (AQRF),DOC-DOCNOAAERA,posted,09/17/2024,12/02/2024,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356453"",""NOAA-OAR-WPO-2025-28596"")",FY2025 Weather Program Office Research Programs Announcement - VORTEX USA,DOC-DOCNOAAERA,posted,09/17/2024,12/02/2024,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356449"",""NOAA-OAR-WPO-2025-28599"")",FY2025 Weather Program Office Research Programs Announcement - Subseasonal to Seasonal,DOC-DOCNOAAERA,posted,09/17/2024,12/02/2024,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/342561"",""72016522RFA00006"")",Youth Actively Create Opportunities (YACO) Amendment 1,USAID-MAC,forecasted,07/20/2022,,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/343725"",""HT942523SBAA1"")",DOD USAMRDC FY23-FY27 BROAD AGENCY ANNOUNCEMENT for Extramural Medical Research,DOD-AMRAA,posted,09/22/2022,09/30/2027,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/352741"",""N00173-24-S-BA01"")",NRL Long Range Broad Agency Announcement (BAA) for Basic and Applied Research,DOD-ONR-NRL,posted,03/01/2024,12/31/2024,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356496"",""DHS-24-GPD-137-00-99"")",Fiscal Year 2024 State and Local Cybersecurity Grant Program,DHS-DHS,posted,09/23/2024,12/03/2024,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/336692"",""RFI-612-22"")","RFI-Investing in Diversified Agriculture-led Growth Poles for Inclusive, Sustainable and Resilient Wealth Creation (Growth Poles Activity)",USAID-MLW,forecasted,11/22/2021,,"""AID"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356264"",""NOAA-NMFS-SE-2025-28400"")",FY 25 Bluefin Tuna Research Program,DOC-DOCNOAAERA,posted,08/29/2024,11/01/2024,"""AID"""
